pair_key,Drug_ID,Drug_Name,drug_name_norm,Food_Herb_ID,Food_Herb_Name,food_herb_name_norm,Type,type_norm,Component,Dose,Time,Relationship_classification,relationship_sources,Experimental_Species,Experimental_Design,Experimental_Individuals_Number,Test_Method,Test_Sample,Potential_Target,Target_ID,has_pmid,has_doi,has_result_text,has_conclusion_text,has_reference,evidence_row_count,n_effects,n_paper_labels,pmid_count,doi_count,has_effect_conflict,has_label_conflict,paper_label,drug_item_text,label_id
D00543__H00438,D00543,Etoposide,etoposide,H00438,Semen Impatientis,semen impatientis,Herb,herb,Kaempferol,"4, 12 mg/kg",,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,etoposide [SEP] semen impatientis [SEP] herb,1
D00774__H00983,D00774,Rosuvastatin,rosuvastatin,H00983,Fructus Phyllanthi,fructus phyllanthi,Herb,herb,(-)-Epigallocatechin-3-Gallate,300 mg,Single-dose,HFDI,HFDI,Homo Sapiens,"Open, 2-period",13,LC-MS/MS,Plasma,,,1,1,1,1,1,7,1,1,7,7,0,0,Use caution,rosuvastatin [SEP] fructus phyllanthi [SEP] herb,1
D00727__F00105,D00727,Migalastat,migalastat,F00105,High-Fat Meal,high-fat meal,Food,food,Fasted Overnight,,Meal 30 min prior to the drug,Dietary effects,Dietary Effect-Package Insert; Dietary effects,Homo Sapiens,"Randomized, open, crossover",15,LC-MS/MS,Plasma,,,1,1,1,1,1,5,1,1,5,5,0,0,Use caution,migalastat [SEP] high-fat meal [SEP] food,1
D00010__H00922,D00010,Melatonin,melatonin,H00922,Medulla Stachyuri Medulla Helwingiae,medulla stachyuri medulla helwingiae,Herb,herb,Quercetin,15 mg/kg,Before dose,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP1A,Q53G23,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,melatonin [SEP] medulla stachyuri medulla helwingiae [SEP] herb,1
D00217__H00780,D00217,Maprotiline,maprotiline,H00780,Concha Haliotidis,concha haliotidis,Herb,herb,Caffeine,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,maprotiline [SEP] concha haliotidis [SEP] herb,1
D00543__H00325,D00543,Etoposide,etoposide,H00325,Fructus Choerospondiatis,fructus choerospondiatis,Herb,herb,Kaempferol,"4, 12 mg/kg",,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,etoposide [SEP] fructus choerospondiatis [SEP] herb,1
D00420__H00369,D00420,Levodopa,levodopa,H00369,Flos Carthami,flos carthami,Herb,herb,Caffeic Acid,"2.5, 5, 10 mg/kg",,HFDI,HFDI,Rabbit,,6/group,HPLC,Plasma,COMT,P21964,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,levodopa [SEP] flos carthami [SEP] herb,1
D01217__H00437,D01217,Warfarin,warfarin,H00437,Reineckea carnea,reineckea carnea,Herb,herb,Quercetin,12.75 mg/kg,"Once a day ,keep 5 days",HFDI,HFDI,Rat,,8/group,HPLC,Plasma,CYP2C8; CYP2C9; CYP3A4,P10632; P11712; P08684,1,1,1,1,1,3,1,1,3,3,0,0,Use caution,warfarin [SEP] reineckea carnea [SEP] herb,1
D00543__H00652,D00543,Etoposide,etoposide,H00652,Radix Achyranthis bidentatae,radix achyranthis bidentatae,Herb,herb,Kaempferol,"4, 12 mg/kg",,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,etoposide [SEP] radix achyranthis bidentatae [SEP] herb,1
D00213__H00158,D00213,Losartan,losartan,H00158,Senecio oryzetorum,senecio oryzetorum,Herb,herb,Quercetin,20 mg/kg,Administration after 7 days of pretreatment,HFDI,HFDI,Rat,,6/group,LC-MS,Plasma,CYP; P-gp,NA; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,losartan [SEP] senecio oryzetorum [SEP] herb,1
D01450__F00107,D01450,Romosozumab,romosozumab,F00107,Calcium,calcium,Food,food,Calcium,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,romosozumab [SEP] calcium [SEP] food,1
D00583__H00213,D00583,Ranolazine,ranolazine,H00213,Fructus Malvae,fructus malvae,Herb,herb,Quercetin,20 mg/kg,Single dose study,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,ranolazine [SEP] fructus malvae [SEP] herb,1
D00659__H00269,D00659,Moexipril,moexipril,H00269,Licorice,licorice,Herb,herb,,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,moexipril [SEP] licorice [SEP] herb,1
D00158__H00868,D00158,Flunitrazepam,flunitrazepam,H00868,Firmiana simplex,firmiana simplex,Herb,herb,Caffeine,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,flunitrazepam [SEP] firmiana simplex [SEP] herb,1
D00850__H00059,D00850,Dasatinib,dasatinib,H00059,Herba Lobeliae Chinensis,herba lobeliae chinensis,Herb,herb,Apigenin,40 mg/kg,,HFDI,HFDI,Rat,,6/group,UPLC-MS/MS,Plasma,CYP3A2; Pgp-MDR1; BCPR/ABCG2,NA; P08183; Q9UNQ0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,dasatinib [SEP] herba lobeliae chinensis [SEP] herb,1
D00531__H00666,D00531,Doxorubicin,doxorubicin,H00666,Fructus Paulowniae fortunei,fructus paulowniae fortunei,Herb,herb,Luteolin,10 µM,,HFDI,HFDI,Homo Sapiens,MCF-7 human breast cancer cell,,Alamar Blue assay,Cell viability,Bcl-2,P10415,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,doxorubicin [SEP] fructus paulowniae fortunei [SEP] herb,1
D00199__H00869,D00199,Isocarboxazid,isocarboxazid,H00869,Semen Firmiae,semen firmiae,Herb,herb,Caffeine,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,isocarboxazid [SEP] semen firmiae [SEP] herb,1
D01198__H00960,D01198,Tucatinib,tucatinib,H00960,Phyllanthus urinaria,phyllanthus urinaria,Herb,herb,Quercetin,"25, 50, 100 mg/kg",,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP2C8,P10632,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,tucatinib [SEP] phyllanthus urinaria [SEP] herb,1
D00070__H00396,D00070,Verapamil,verapamil,H00396,Exocarpium Citri grandis,exocarpium citri grandis,Herb,herb,Naringin,7.5 mg/kg,,HFDI,HFDI,Rabbit,,6/group,HPLC,Plasma,CYP3A,P08684,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,verapamil [SEP] exocarpium citri grandis [SEP] herb,1
D00457__F00266,D00457,Aminophylline,aminophylline,F00266,Sugarcane,sugarcane,Food,food,Vitamin B6,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,aminophylline [SEP] sugarcane [SEP] food,1
D01194__F00162,D01194,Venetoclax,venetoclax,F00162,Grapefruit,grapefruit,Food,food,,,,FDI-Package Insert,FDI-Package Insert,,,,,,CYP3A,P08684,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,venetoclax [SEP] grapefruit [SEP] food,1
D00583__H00070,D00583,Ranolazine,ranolazine,H00070,Radix Glehniae,radix glehniae,Herb,herb,Quercetin,20 mg/kg,Single dose study,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,ranolazine [SEP] radix glehniae [SEP] herb,1
D01040__H00500,D01040,Selexipag,selexipag,H00500,Typha latifolia,typha latifolia,Herb,herb,Quercetin,2 mg/kg/d,Administration after 7 days of pretreatment,HFDI,HFDI,Dog,,6,LC-MS/MS,Plasma,CYP2C8,P10632,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,selexipag [SEP] typha latifolia [SEP] herb,1
D00091__H00313,D00091,Cilostazol,cilostazol,H00313,Rhizoma Dryriae,rhizoma dryriae,Herb,herb,Baicalein,80 mg/kg,,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP3A4,P08684,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,cilostazol [SEP] rhizoma dryriae [SEP] herb,1
D00329__H00081,D00329,Quetiapine,quetiapine,H00081,Mangifera persiciformis,mangifera persiciformis,Herb,herb,Quercetin,10 mg/kg/d,Administration after 7 days of pretreatment,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,quetiapine [SEP] mangifera persiciformis [SEP] herb,1
D01217__H01106,D01217,Warfarin,warfarin,H01106,Silybum Marianum,silybum marianum,Herb,herb,Quercetin,12.75 mg/kg,"Once a day ,keep 5 days",HFDI,HFDI,Rat,,8/group,HPLC,Plasma,CYP2C8; CYP2C9; CYP3A4,P10632; P11712; P08684,1,1,1,1,1,3,1,1,3,3,0,0,Use caution,warfarin [SEP] silybum marianum [SEP] herb,1
D00530__F00105,D00530,Benznidazole,benznidazole,F00105,High-Fat Meal,high-fat meal,Food,food,,,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,benznidazole [SEP] high-fat meal [SEP] food,2
D00420__H00767,D00420,Levodopa,levodopa,H00767,Thymus vulgaris,thymus vulgaris,Herb,herb,Caffeic Acid,"2.5, 5, 10 mg/kg",,HFDI,HFDI,Rabbit,,6/group,HPLC,Plasma,COMT,P21964,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,levodopa [SEP] thymus vulgaris [SEP] herb,1
D00001__F00103,D00001,Polyethylene Glycol,polyethylene glycol,F00103,Alcohol,alcohol,Food,food,Alcohol,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,polyethylene glycol [SEP] alcohol [SEP] food,1
D00878__F00204,D00878,Lutein,lutein,F00204,Chinese mustard,chinese mustard,Food,food,Vitamin C,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,lutein [SEP] chinese mustard [SEP] food,1
D00752__H00709,D00752,Ritonavir,ritonavir,H00709,Panax ginseng,panax ginseng,Herb,herb,,,Administration after 39 days of pretreatment,HFDI,HFDI,Homo Sapiens,Case Report,1,,,CYP3A4,P08684,1,1,1,1,1,1,1,1,1,1,0,0,Avoid,ritonavir [SEP] panax ginseng [SEP] herb,0
D00588__F00162,D00588,Zileuton,zileuton,F00162,Grapefruit,grapefruit,Food,food,,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,zileuton [SEP] grapefruit [SEP] food,1
D00936__H00146,D00936,Lisinopril,lisinopril,H00146,Licorice,licorice,Herb,herb,Iron,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,lisinopril [SEP] licorice [SEP] herb,1
D00619__H00419,D00619,Oseltamivir,oseltamivir,H00419,Radix Scutellariae,radix scutellariae,Herb,herb,,300-600 mg/kg,,HFDI,HFDI,Rat,,10/group,LC-MS/MS,Plasma,OAT3,Q8TCC7,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,oseltamivir [SEP] radix scutellariae [SEP] herb,1
D00187__H00162,D00187,Ibuprofen,ibuprofen,H00162,Coffea liberica,coffea liberica,Herb,herb,Caffeine,100 mg,,HFDI,HFDI,Homo Sapiens,"Open-label, Randomised, Single-dose, Three-period Crossover Study",36,LC-MS/MS,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,ibuprofen [SEP] coffea liberica [SEP] herb,2
D00542__H00320,D00542,Paclitaxel,paclitaxel,H00320,Licorice,licorice,Herb,herb,,3 g/kg,Administration after 14 days of pretreatment,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP3A4; MDR1,P08684; P08183,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,paclitaxel [SEP] licorice [SEP] herb,1
D01217__H00217,D01217,Warfarin,warfarin,H00217,Fructus Amomi Rotundus,fructus amomi rotundus,Herb,herb,Quercetin,12.75 mg/kg,"Once a day ,keep 5 days",HFDI,HFDI,Rat,,8/group,HPLC,Plasma,CYP2C8; CYP2C9; CYP3A4,P10632; P11712; P08684,1,1,1,1,1,3,1,1,3,3,0,0,Use caution,warfarin [SEP] fructus amomi rotundus [SEP] herb,1
D01339__F00104,D01339,Anagrelide,anagrelide,F00104,Meal,meal,Food,food,,,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,anagrelide [SEP] meal [SEP] food,2
D00090__H00677,D00090,Chlorzoxazone,chlorzoxazone,H00677,Taraxacum mongolicum,taraxacum mongolicum,Herb,herb,Quercetin,1000 mg,Administration after 10 days of pretreatment,HFDI,HFDI,Homo Sapiens,"Open-label, two-period, sequential study",12,HPLC,Plasma,CYP2E1,P05181,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,chlorzoxazone [SEP] taraxacum mongolicum [SEP] herb,1
D00010__H00864,D00010,Melatonin,melatonin,H00864,Fructus Mume,fructus mume,Herb,herb,Quercetin,15 mg/kg,Before dose,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP1A,Q53G23,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,melatonin [SEP] fructus mume [SEP] herb,1
D01250__F00265,D01250,Tazemetostat,tazemetostat,F00265,Sorghum,sorghum,Food,food,Plumbagin,100 mg/kg,Administration after 30 days of pretreatment,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP2B6; CYP2C9; CYP2D6; CYP2E1; CYP3A4; CYP1A2,P20813; P11712; P10635; P05181; P08684; P05177,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,tazemetostat [SEP] sorghum [SEP] food,1
D00038__H00475,D00038,Amodiaquine,amodiaquine,H00475,Sedum Aizoon L.,sedum aizoon l,Herb,herb,Myricetin,5 mg/kg,,HFDI,HFDI,Rat,,5/group,LC-MS/MS,Plasma,CYP2C8,P10632,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,amodiaquine [SEP] sedum aizoon l [SEP] herb,1
D00142__H00917,D00142,Felodipine,felodipine,H00917,Coffee,coffee,Herb,herb,,300 ml,Administration after 2 days of pretreatment,HFDI,HFDI,Homo Sapiens,"3-way crossover, randomized, open-labelled",13,HPLC,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,felodipine [SEP] coffee [SEP] herb,1
D00799__F00210,D00799,Chromium Picolinate,chromium picolinate,F00210,Lemon,lemon,Food,food,Vitamin C,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,chromium picolinate [SEP] lemon [SEP] food,1
D00950__H01022,D00950,Trandolapril,trandolapril,H01022,Licorice,licorice,Herb,herb,,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,trandolapril [SEP] licorice [SEP] herb,1
D00580__H00778,D00580,Fosinopril,fosinopril,H00778,Herba Dendrobii,herba dendrobii,Herb,herb,Potassium,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,fosinopril [SEP] herba dendrobii [SEP] herb,1
D00597__H00798,D00597,Atorvastatin,atorvastatin,H00798,Folium Llicis Chinensis,folium llicis chinensis,Herb,herb,Quercetin,10 mg/kg,Single dose study and multiple dose study,HFDI,HFDI,Rat,,,HPLC,Plasma,,,1,0,1,1,1,2,1,1,2,2,0,0,No known interaction in selected source,atorvastatin [SEP] folium llicis chinensis [SEP] herb,2
D00894__H00304,D00894,Cyclosporine,cyclosporine,H00304,Fructus lycii,fructus lycii,Herb,herb,Rutin,110 mg/kg,,HFDI,HFDI,Rat,,6/group,Specific monoclonal fluorescence polarization immunoassay,Blood,CYP3A; P-gp,P08684; Q2M3G0,1,1,1,1,1,6,1,1,6,6,0,0,Use caution,cyclosporine [SEP] fructus lycii [SEP] herb,1
D00583__H00355,D00583,Ranolazine,ranolazine,H00355,Folium Nelumbinis,folium nelumbinis,Herb,herb,Quercetin,20 mg/kg,Single dose study,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,ranolazine [SEP] folium nelumbinis [SEP] herb,1
D01449__F00053,D01449,Antithrombin Iii Human,antithrombin iii human,F00053,Bilberry,bilberry,Food,food,,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,antithrombin iii human [SEP] bilberry [SEP] food,1
D00073__H00274,D00073,Carbamazepine,carbamazepine,H00274,Brassica oleracea var. capitata,brassica oleracea var capitata,Herb,herb,Sinapic Acid,20 mg/kg/d,Administration after 7 days of pretreatment,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A2; CYP2C11,NA; P08683,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,carbamazepine [SEP] brassica oleracea var capitata [SEP] herb,1
D00829__H00632,D00829,Tamoxifen,tamoxifen,H00632,Herba Equiseti Hiemalis,herba equiseti hiemalis,Herb,herb,Kaempferol,10 mg/kg,,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,tamoxifen [SEP] herba equiseti hiemalis [SEP] herb,1
D00066__H01079,D00066,Busulfan,busulfan,H01079,Ulmus Rubra,ulmus rubra,Herb,herb,,,"2–3 ounces, two times between test-dose administration and transplantation",HFDI,HFDI,Homo Sapiens,Case Report,1,,,CYP1A2; CYP2C9; CYP2C19; CYP2D6; CYP3A4,P05177; P11712; P33261; P10635; P08684,1,1,1,1,1,1,1,1,1,1,0,0,Avoid,busulfan [SEP] ulmus rubra [SEP] herb,0
D00010__H00094,D00010,Melatonin,melatonin,H00094,coffee,coffee,Herb,herb,Caffeic Acid,15 mg/kg,Before dose,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP1A,Q53G23,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,melatonin [SEP] coffee [SEP] herb,1
D00218__F00104,D00218,Mazindol,mazindol,F00104,Meal,meal,Food,food,,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,mazindol [SEP] meal [SEP] food,1
D00543__H00798,D00543,Etoposide,etoposide,H00798,Folium Llicis Chinensis,folium llicis chinensis,Herb,herb,Kaempferol,"4, 12 mg/kg",,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,etoposide [SEP] folium llicis chinensis [SEP] herb,1
D00035__H00298,D00035,Amitriptyline,amitriptyline,H00298,Ilex cornuta,ilex cornuta,Herb,herb,Caffeine,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,amitriptyline [SEP] ilex cornuta [SEP] herb,1
D00091__H00621,D00091,Cilostazol,cilostazol,H00621,Semen Oroxyli,semen oroxyli,Herb,herb,Baicalein,80 mg/kg,,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP3A4,P08684,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,cilostazol [SEP] semen oroxyli [SEP] herb,1
D01040__H00559,D01040,Selexipag,selexipag,H00559,Hypericum laricifolium,hypericum laricifolium,Herb,herb,Quercetin,2 mg/kg/d,Administration after 7 days of pretreatment,HFDI,HFDI,Dog,,6,LC-MS/MS,Plasma,CYP2C8,P10632,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,selexipag [SEP] hypericum laricifolium [SEP] herb,1
D00531__H00048,D00531,Doxorubicin,doxorubicin,H00048,Aquilaria sinensis,aquilaria sinensis,Herb,herb,Luteolin,10 µM,,HFDI,HFDI,Homo Sapiens,MCF-7 human breast cancer cell,,Alamar Blue assay,Cell viability,Bcl-2,P10415,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,doxorubicin [SEP] aquilaria sinensis [SEP] herb,1
D00420__H00411,D00420,Levodopa,levodopa,H00411,Patrinia scabiosaefolia,patrinia scabiosaefolia,Herb,herb,Caffeic Acid,"2.5, 5, 10 mg/kg",,HFDI,HFDI,Rabbit,,6/group,HPLC,Plasma,COMT,P21964,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,levodopa [SEP] patrinia scabiosaefolia [SEP] herb,1
D00580__H00367,D00580,Fosinopril,fosinopril,H00367,Capsicum Frutescens,capsicum frutescens,Herb,herb,,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,fosinopril [SEP] capsicum frutescens [SEP] herb,1
D00659__H00433,D00659,Moexipril,moexipril,H00433,Gallus gallus domesticus,gallus gallus domesticus,Herb,herb,Potassium,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,moexipril [SEP] gallus gallus domesticus [SEP] herb,1
D00894__H00906,D00894,Cyclosporine,cyclosporine,H00906,Berberis diaphana,berberis diaphana,Herb,herb,Berberine,0.6 g/d,Shared for 12 days,HFDI,HFDI,Homo Sapiens,Randomized and controlled clinical trial; Renal-transplant recipients,52,Fluorescence polarization immunoassay; Monoclonal antibody kit,Blood,CYP3A4,P08684,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,cyclosporine [SEP] berberis diaphana [SEP] herb,1
D00701__H00318,D00701,Atazanavir,atazanavir,H00318,Hypericum perforatum,hypericum perforatum,Herb,herb,,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,atazanavir [SEP] hypericum perforatum [SEP] herb,1
D00116__H01001,D00116,Diclofenac,diclofenac,H01001,Polygala tenuifolia,polygala tenuifolia,Herb,herb,Rutin,20 mg/kg,,HFDI,HFDI,Rat,,5/group,HPLC,Plasma,Breast cancer resistance protein (BCRP),Q9UNQ0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,diclofenac [SEP] polygala tenuifolia [SEP] herb,1
D00829__H00247,D00829,Tamoxifen,tamoxifen,H00247,Angelica furcijuga,angelica furcijuga,Herb,herb,Kaempferol,10 mg/kg,,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A; P-gp,P08684; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,tamoxifen [SEP] angelica furcijuga [SEP] herb,1
D00700__F00162,D00700,Docetaxel,docetaxel,F00162,Grapefruit,grapefruit,Food,food,,250 ml,Daily for more than 3 months,HFDI,Drugbank; HFDI,Homo Sapiens,Case Report,1,HPLC,Plasma,,,1,1,1,1,1,2,2,2,2,2,1,1,Avoid,docetaxel [SEP] grapefruit [SEP] food,0
D00420__H00677,D00420,Levodopa,levodopa,H00677,Taraxacum mongolicum,taraxacum mongolicum,Herb,herb,Caffeic Acid,"2.5, 5, 10 mg/kg",,HFDI,HFDI,Rabbit,,6/group,HPLC,Plasma,COMT,P21964,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,levodopa [SEP] taraxacum mongolicum [SEP] herb,1
D00291__H00462,D00291,Phenacetin,phenacetin,H00462,Flos Trollii chinensis,flos trollii chinensis,Herb,herb,Vitexin,"1.0, 10.0 mg/kg",Cocktail method,HFDI,HFDI,Rat,,6/group,"LC-MS/MS, RT-PCR","Plasma, mRNA expression",CYP1A2,P05177,1,1,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,phenacetin [SEP] flos trollii chinensis [SEP] herb,2
D01198__H00136,D01198,Tucatinib,tucatinib,H00136,Fructus Meliae Toosendan,fructus meliae toosendan,Herb,herb,Quercetin,"25, 50, 100 mg/kg",,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP2C8,P10632,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,tucatinib [SEP] fructus meliae toosendan [SEP] herb,1
D00299__H00616,D00299,Pioglitazone,pioglitazone,H00616,herba ecliptae,herba ecliptae,Herb,herb,Quercetin,10 mg/kg,,HFDI,HFDI,Rat,,4/group,HPLC,Plasma,CYP3A,P08684,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,pioglitazone [SEP] herba ecliptae [SEP] herb,1
D00531__H00311,D00531,Doxorubicin,doxorubicin,H00311,Flos Eriocauli,flos eriocauli,Herb,herb,Luteolin,10 µM,,HFDI,HFDI,Homo Sapiens,MCF-7 human breast cancer cell,,Alamar Blue assay,Cell viability,Bcl-2,P10415,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,doxorubicin [SEP] flos eriocauli [SEP] herb,1
D01474__F00105,D01474,Daridorexant,daridorexant,F00105,High-Fat Meal,high-fat meal,Food,food,Fasted Overnight,,Meal 30 min prior to the drug,Dietary effects,Dietary Effect-Package Insert; Dietary effects,Homo Sapiens,Open,20,LC-MS/MS,Plasma,,,1,1,1,1,1,2,1,1,2,2,0,0,No known interaction in selected source,daridorexant [SEP] high-fat meal [SEP] food,2
D00707__H01005,D00707,Clevidipine,clevidipine,H01005,Rhodiola yunnanesis,rhodiola yunnanesis,Herb,herb,Rutin,,,HFDI,HFDI,Homo Sapiens,Human serum albumin,,Multi-spectroscopic techniques and molecular docking method,correlations,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,clevidipine [SEP] rhodiola yunnanesis [SEP] herb,1
D00741__F00012,D00741,Dabigatran,dabigatran,F00012,Pepper,pepper,Food,food,Piperine,,,HFDI,HFDI,,,,,,CYP3A4; CYP2C9; CYP2E1; P-gp; BCRP,P08684; P11712; P05181; Q2M3G0; Q9UNQ0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,dabigatran [SEP] pepper [SEP] food,1
D00642__F00105,D00642,Iloperidone,iloperidone,F00105,High-Fat Meal,high-fat meal,Food,food,,,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,iloperidone [SEP] high-fat meal [SEP] food,2
D01061__H01120,D01061,Betrixaban,betrixaban,H01120,Lespedeza bicolor,lespedeza bicolor,Herb,herb,Luteolin,,,HFDI,HFDI,,,,,,CYP1A2; CYP3A4; CYP2B6; CYP2C8; CYP2C9; CYP2C19; CYP2D6; CYP2E1; P-gp,P05177; P08684; P20813; P10632; P11712; P33261; P10635; P05181; Q2M3G0,1,1,1,1,1,4,1,1,4,4,0,0,Use caution,betrixaban [SEP] lespedeza bicolor [SEP] herb,1
D00091__H00513,D00091,Cilostazol,cilostazol,H00513,radix tripterygii wilfordii,radix tripterygii wilfordii,Herb,herb,Baicalein,80 mg/kg,,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP3A4,P08684,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,cilostazol [SEP] radix tripterygii wilfordii [SEP] herb,1
